,Observation ID,Long Description,Primary Product,Product Version,Short Description,Steps to Reproduce
352,1911275,"QG Inc Software Center: DVT
--------------------------------------
ProDesk 400 G6 SFF (Saxtuba-R) (Machine ID: QG IncSYS00337)
BIOS: R08 Ver. 02.05.01, 4/27/2020
OS: Windows 10 x64 RS5
Intel UHD Graphics 630 : 27.20.100.8190
TPV QG Inc E24m G4 (Machine ID: T581-0013358)
DDC CI: Enabled Mode.
VCP code tester (Refer to the file: VCP code.jpg, VCP code.txt)
Log (Refer to the file: QG IncSoftwareCenterLog.log)
Also are you first connecting the monitor and then opening the QG IncDC : NO
--------------------------------------
[Verification] 
1. According to the QG Inc Simone software test case definition, the ""The monitor preview icon"" does NOT match with the test case definition. (Refer to the file: spec.jpg)
2. The problem is also observed after doing the following steps and then repeating the same scenario 7:
 a. DC off/ on the DUT
 b. AC off/ on the DUT
 c. Reboot the system
 d. Reset the DUT to the factory settings
3. The problem is also observed after changing to other D-sub cable.
4. The problem is Only observed on Intel graphics configurations listed in the test plan.
--------------------------------------
[Cross Reference]
The problem is also observed on the other DUT. (Machine ID: T581-0013357, T581-0013359, T581-0013360, T581-0013361) 
",Func Tst - Display,Display - alizon,"alizon_002/Display (QG Inc Software Center)/ QG Inc Software Center Version: 1.0.15/ ProDesk 400 G6 SFF (Saxtuba-R)/ TPV QG Inc E24m G4 Monitor/ DVT: The left side of the panel will cutting the monitor preview icon.
","1. Connect the D-sub cable from the DUT to the system.
2. Power on the DUT.
3. Power on the system and boot up to Windows desktop.
4. The system detects the DUT as Generic PnP Monitor properly.
5. Set the DUT as the primary display and the built-in LCD as extend monitor.
6. Set the desktop timing to 2560x1440@ 60Hz.
7. Launch the QG Inc Software Center. (Download from Microsoft Store website, Version: 1.0.15)
8. Check monitor preview icon shows up properly.
9. The left side of the panel will cutting the monitor preview icon. (Refer to the file: Fail_001.jpg)"
353,1911393,"QG Inc EliteBook x360 1040 G8 Notebook PC / Windows10 20H1 / Win10 Pro64 / UMA / Not Ad-hoc / Always (1 out of 1 unit, 3 out of 3 times)Image build id: 21WWSKAT6akOS build: Win10 Pro 20H1 build 19041.450BIOS/KBC: 00.27.00 / 38.10.00Test units: Spyker13SIM017U24TPE (3 out of 3 times)*******************************************************************************Monitor: Qisda QG Inc E24q G4 (HDMI/DP/VGA)QG Inc Software Center version: 1.0.13*******************************************************************************Test Plan: 2020 Module NB Accessory others Spyker SI1 20H1+ Display test taskScript: [Display Validation] P2_Advanced_NB Only(NCAS2-0000022082.3)ST#3: Power Savings: select any one time under start time, and select the repeat day. Click apply. Wait time out. the Display will turn off after time out.Issue description:Boot to OS, plug in monitor to UUT. Launch the QG Inc Software Center, click Advanced Tab. Enable scheduler to set time for display to ""Sleep"" or ""Power OFF"". Set start time, click apply then wait time out. Found display still active when times up.",Func Tst - Display,Display - compact,Module-ACC-NB-CMP/Spyker13/20H1/SI: Display will not turn off after enable scheduler to sleep/power off in QG Inc Software Center. [Qisda QG Inc E24q G4],"1. Boot to OS and plug in monitor to UUT.
2. Launch QG Inc Software Center then click ADVANCED tab.
3. Enable Scheduler to set time for display to ""Sleep"" or ""Power OFF"".
4. Set start time, click apply then wait time out.
5. Found display still active when times up."
354,1911926,"QG Inc Software Center: DVT
--------------------------------------
ProDesk 400 G6 SFF (Saxtuba-R) (Machine ID: QG IncSYS00337)
BIOS: R08 Ver. 02.05.01, 4/27/2020
OS: Windows 10 x64 RS5
Intel UHD Graphics 630 : 27.20.100.8190
TPV QG Inc E24m G4 (Machine ID: T581-0013358)
DDC CI: Enabled Mode.
VCP code tester (Refer to the file: VCP code.jpg, VCP code.txt)
Log (Refer to the file: QG IncSoftwareCenterLog.log)
Also are you first connecting the monitor and then opening the QG IncDC : NO
--------------------------------------
[Verification]
1. After the problem occurred, the abnormal icon shows up on the custom layout. (Refer to the file: Fail_003.jpg)
2. The problem is also observed after doing the following steps and then repeating the same scenario 6-10:
 a. Reboot the system
 b. Reset the monitor to the factory settings
 c. AC off/ on the monitor
 d. DC off/ on the monitor
 e. Reinstalling the QG Inc Software Center application
3. The problem is also observed after changing to other D-Sub cable.
4. The problem is also observed after moving lines to the top of the frame.
5. The problem is NOT observed after moving lines to the right of the frame.
6. The problem is NOT observed after moving lines to the bottom of the frame.
7. The problem is also observed on all the configurations in the test plan.

--------------------------------------
[Cross Reference]
The problem is also observed on the other DUT. (Machine ID: T581-0013357, T581-0013359, T581-0013360, T581-0013361)

",Func Tst - Display,Display - alizon,alizon_003/ Display (QG Inc Software Center)/ QG Inc Software Center Version: 1.0.15/ ProDesk 400 G6 SFF (Saxtuba-R)/ TPV QG Inc E24m G4 Monitor/ DVT: The Custom Layout preview icon does NOT match with user design layout when moving vertical lines to the leftmost edge,"1. Connect the HDMI cable from the monitor to the system. 
2. Power on the monitor.
3. Power on the system and boot up to Windows desktop. 
4. The system detects monitor as Generic PnP Monitor properly.
5. Set desktop timing to 1920x1080@ 60Hz.
6. Launch the QG Inc Software Center. (Software Version: 1.0.15)
7. Select the View page.
8. Create a new custom partition on the custom layout.
9. Drawn vertical lines and moving lines to the leftmost edge of the frame.
10. Save new custom partition.
11. The Custom Layout preview icon does NOT match with user design layout when moving vertical lines to the leftmost edge of the frame. (Refer to the file: Fail_001.mp4, Fail_002.mp4) 
"
355,1912416,"QG Inc EliteBook x360 1040 G8 Notebook PC / Windows10 20H1 / Win10 Pro64 / UMA / Not Ad-hoc / Always (1 out of 1 units, 3 out of 3 times)

Image build id: 21WWSKAT6al
OS build: Win10 Pro 20H1 build 19041.488
BIOS/KBC: 00.28.00 / 38.11.00
Fail units:
Spyker14SIM01U16TPE (3 out of 3 times)
*******************************************************************************
E24u G4 (Greinke) Astro PD: DVT1 phase
E24u G4 Monitor FW: 0.0.6.0
Intel Gfx: 27.20.100.8439.

QG Inc Software Center version: v1.0.13
************************************************************
Test Plan: [x86_ARM]Module NB&DT Display Validation Test Plan(PLN2-00001132.13)
Script: [Display Validation] P1_Color Tab_NB Only(NCAS2-0000022079.5)
ST#2: Color/Traditional: Note: The default settings is Standard/Neutral.

Issue description:
Connect PD monitor to host via USB-C/DP/HDMI cable, then launch QG Inc Software Center, click Color Tab.
Found Neutral is unchecked under Traditional section, mismatch with test plan ""The default settings is Standard/Neutral"".

CND issue with QG IncDC v1.0.15. 
",Func Tst - Display,Display - compact,Module-ACC-NB-CMP/Spyker14/20H1/SI: The default setting (Neutral) is unchecked under QG Inc Software Center\Color\Traditional. [E24u G4 DVT - 189T0AA],"1. Connect PD monitor to host via USB-C/DP/HDMI cable.
2. Launch the QG Inc Software Center, click Color Tab.
3. Found Neutral is unchecked under Traditional section. 
"
356,1912428,"QG Inc EliteBook x360 1040 G8 Notebook PC / Windows10 20H1 / Win10 Pro64 / UMA / Not Ad-hoc / Always (1 out of 1 units, 3 out of 3 times) Image build id: 21WWSKAT6alOS build: Win10 Pro 20H1 build 19041.488BIOS/KBC: 00.28.00 / 38.11.00Fail units: Spyker14SIM01U16TPE (3 out of 3 times)************************************************************QG Inc Software Center: 1.0.13************************************************************Test Plan:[Display Validation] P1_Color Tab_NB Only(NCAS2-0000022079.4)#5 Click on Custom RGB option.Note: the color of Custom RGB in QG IncDC will not match OSD, So it is UX design to The color of Red/Green/blue are show Blue in QG IncDC custom RGB slider.(SIO1844997)Make sure the monitor screen have changed to Custom RGB, screen color chroma have changed. The color of OSD also will changed to Custom RGB. Issue description:Boot to OS and plug in PD monitor to UUT. Launch QG Inc Software Center, click COLOR Tab.Select Custom RGB option in Traditional list. Drag the Red/Green/Blue slider to any value under custom RGB window. Idle about 10 sec, Found custom RGB Window will auto disappear. Cannot reproduce this issue with QG IncDC v1.0.15.",Func Tst - Display,Display - compact,Module-ACC-NB-CMP/Spyker14/20H1/SI: Custom RGB Window will auto disappear after use for a while in QG Inc Software Center. [E14 G4/DVT],"
1. Boot to OS and plug in PD monitor to UUT.
2. Launch QG Inc Software Center, click COLOR Tab.
3. Select Custom RGB option.
4. Drag the Red/Green/Blue slider to any value under custom RGB window.
5. Idle about 10 sec.
6. Found Custom RGB Window will auto disappear.
"
357,1912469,"
QG Inc EliteBook x360 1040 G8 Notebook PC / Windows10 20H1 / Win10 Pro64 / UMA / Not Ad-hoc / Always (1 out of 1 units, 3 out of 3 times)
 
Image build id: 21WWSKAT6al
OS build: Win10 Pro 20H1 build 19041.488
BIOS/KBC: 00.28.00 / 38.11.00
Fail units: 
Spyker14SIM01U16TPE (3 out of 3 times)
************************************************************
QG Inc Software Center: 1.0.13
************************************************************
Test Plan:
[Display Validation] P1_Color Tab_NB Only(NCAS2-0000022079.5)
 
#11 Change the Color/Traditional and Gustom RGB to any one settings that are different as the default. Then click Reset to default, and click reset under Color settings.
 
Make sure all settings will be restored to the default settings. Monitor color have been changed. Also Check all settings are reflected in the monitor OSD and QG Inc center Display SW page.
 
Issue description:
Boot to OS and plug in PD monitor to UUT. Launch QG Inc Software Center, click COLOR Tab.
Change the Color/Traditional and Custom RGB to any other settings that are different as the default. 
Click Reset to default then reset color setting. Found External monitors color has been reset to default, but color selected option was not changed in QG Inc Software Center.
 
Cannot reproduced this issue with QG IncDC v1.0.15.
 
",Func Tst - Display,Display - compact,Module-ACC-NB-CMP/Spyker14/20H1/SI: Color option will not change after Reset color setting in QG Inc Software Center. [E14 G4/DVT],"1. Boot to OS and plug in PD monitor to UUT.
2. Launch QG Inc Software Center, click COLOR Tab.
3. Change the Color/Traditional and Custom RGB to any other setting.
4. Click Reset to default button then reset color setting.
5. Found External monitors color has been reset to default, but color selected option was not changed in QG Inc Software Center."
358,1912702,"
QG Inc Software Center: DVT
--------------------------------------
ProDesk 400 G6 SFF (Saxtuba-R) (Machine ID: QG IncSYS00337)
BIOS: R08 Ver. 02.05.01, 4/27/2020
OS: Windows 10 x64 RS5
Intel UHD Graphics 630 : 27.20.100.8190
TPV QG Inc E24m G4 (Machine ID: T581-0013361)
DDC CI: Enabled Mode.
VCP code tester (Refer to the file: VCP code.jpg, VCP code.txt)
Log (Refer to the file: QG IncSoftwareCenterLog.active)
Also are you first connecting the monitor and then opening the QG IncDC : NO
--------------------------------------
[Verification]
1. The problem is also observed after doing the following steps and then repeating the same scenario 8:
 a. Reboot the system
 b. Reset the monitor to the factory settings
 c. AC off/ on the DUT
 d. DC off/ on the DUT
 e. Reinstalling the QG Inc Software Center application
2. The problem is also observed after changing to other D-Sub cable.
3. The problem is also observed after changing QG Inc Software Center version to 1.0.13. (Download from Microsoft Store website)
4. The problem is also observed on all the other configurations listed in the test plan.
--------------------------------------
[Cross Reference]
The problem is also observed on the other DUT. (Machine ID: T581-0013357, T581-0013358, T581-0013359, T581-0013360)

",Func Tst - Display,Display - alizon,"alizon_004/ Display (QG Inc Software Center)/ QG Inc Software Center Version: 1.0.15/ ProDesk 400 G6 SFF (Saxtuba-R)/ TPV QG Inc E24m G4 Monitor/ DVT: The ""Mute"" option change to Off automatically after setting from Off to On","1. Connect the D-Sub cable from DUT to the system. (Machine ID: T581-0013381)
2. Power on the DUT.
3. Power on the system and boot up to Windows desktop.
4. The system detects the DUT as Generic PnP Monitor properly.
5. Launch the QG Inc Software Center. (Software Version: 1.0.15)
6. Set the ""Mute"" option from Off to On. (From QG Inc Software Center/ INPUT/ Speaker Card)
7. The ""Mute"" option change to Off automatically after setting from Off to On. (Refer to the file: Fail_001.mp4) 
"
359,1913839,"QG Inc Software Center: DVT
--------------------------------------
ProDesk 400 G6 SFF (Saxtuba-R) (Machine ID: QG IncSYS00337)
BIOS: R08 Ver. 02.05.01, 4/27/2020
OS: Windows 10 x64 RS5
Intel UHD Graphics 630 : 27.20.100.8190
TPV QG Inc E24m G4 (Machine ID: T581-0013361)
DDC CI: Enabled Mode.
VCP code tester (Refer to the file: VCP code.jpg, VCP code.txt)
Log (Refer to the file: QG IncSoftwareCenterLog.active)
Also are you first connecting the monitor and then opening the QG IncDC : NO
--------------------------------------
[Verification]
1. The problem is also observed after doing the following steps and then repeating the same scenario 8:
 a. Reboot the system
 b. Reset the monitor to the factory settings
 c. AC off/ on the DUT
 d. DC off/ on the DUT
 e. Reinstalling the QG Inc Software Center application
2. The problem is also observed after changing to other D-Sub cable.
3. The problem is also observed after changing QG Inc Software Center version to 1.0.13. (Download from Microsoft Store website)
4. The problem is also observed after changing QG Inc Software Center version to 1.0.18.
5. The problem is also observed on all the other configurations listed in the test plan.
--------------------------------------
[Cross Reference]
The problem is also observed on the other DUT. (Machine ID: T581-0013357, T581-0013358, T581-0013359, T581-0013360)",Func Tst - Display,Display - alizon,alizon_006/ Display (QG Inc Software Center)/ QG Inc Software Center Version: 1.0.15/ ProDesk 400 G6 SFF (Saxtuba-R)/ TPV QG Inc E24m G4 Monitor/ DVT: The speaker volume values is different the value in the export file after Importing the exported file.,"1. Connect the D-Sub cable from DUT to the system. (Machine ID: T581-0013381)
2. Power on the DUT.
3. Power on the system and boot up to Windows desktop.
4. The system detects the DUT as Generic PnP Monitor properly.
5. Launch the QG Inc Software Center. (Software Version: 1.0.15)
6. Set the speaker volume value to 100. (From QG Inc Software Center/ INPUT/ Speaker Card)
7. Export the file.
8. Set the speaker volume value to 0-99.
9. Import the exported file.
10. The speaker volume values is different the value in the export file after Importing the exported file. (Refer to the file: Fail_001.mp4)"
360,1913862,"QG Inc Software Center: DVT
--------------------------------------
EliteBook 735 G6 (Larga 13) (Machine ID: 10314500197)
BIOS: QG Inc R74 Ver. 01.03.05, 03/24/2020
OS: Windows 10 x64 20H1
AMD Radeon Vega 6 Graphics: 27.20.1023.6005
TPV QG Inc E24m G4 (Firmware: AIM004, Machine ID: T581-0013357)
DDC CI: Enabled Mode
VCP code tester (Refer to the file: VCP Code.jpg, VCP Code.txt)
Log QG IncSoftwareCenterLog.log
Also are you first connecting the monitor and then opening the QG IncDC : NO
--------------------------------------
[Verification]
1. The problem is also observed after doing the following steps and then repeating the same scenario 6-8:
 a. Reboot the system
 b. Reset the monitor to the factory settings
 c. AC off/ on the monitor
 d. DC off/ on the monitor
 e. Reinstalling the QG Inc Software Center application
2. The problem is also observed after changing to other HDMI cables.
3. The problem is also observed after changing to the D-Sub and DP interface.
4. The problem is also observed after changing QG Inc Software Center version to 1.0.18.
5. The problem is also observed on all the other configurations listed in the test plan.
--------------------------------------
[Cross Reference]
The problem is also observed on the other DUT. (Machine ID: T581-0013357, T581-0013358, T581-0013359, T581-0013360)

",Func Tst - Display,Display - alizon,"alizon_009/ Display (QG Inc Software Center)/ QG Inc Software Center Version: 1.0.15/ EliteBook 735 G6/TPV QG Inc E24m G4 Monitor/ DVT: The ""QG Inc Software Center application display the message ""No connected display found when setting project to ""Second screen only"" mode","1. Connect the HDMI cable from the monitor to the system. (Cable Vendor: HOTRON, Barcode: T581-0013372)
2. Power on the monitor.
3. Power on the system and boot up to Windows desktop. 
4. The system detects monitor as Generic PnP Monitor properly.
5. Set desktop timing to 1920x1080@ 60Hz.
6. Launch the QG Inc Software Center. (Software Version: 1.0.15)
7. Setting preject to ""Second screen only"" mode from pressing ""Win + P"".
8. The ""QG Inc Software Center application display the message ""No connected display found"" when setting preject to ""Second screen only"" mode. (Refer to the file: Fail_001.mp4, Fail_002.jpg)"
361,1924519,"Module/Accessory/NB/Primrose 1.0 OOC/Display Test/Always/Ad-hoc
Image:20WWPMBT6AI
BIOS: 01.02.00
Test Monitor: QG Inc E24m G4
Monitor FW:AIM004
QG Inc Software Center version:V.1.15.0
Fail units: Primrose 1.0 MV SKU5#SN(QF7) /SKU3#SN(LDH)
Fail rate: 2 out of 2 units,10 out of 10 times.
Tester:Deng.Feng
****************************************************************************************
****************************************************************************************
Issue Description:
Boot to OS and launch the QG Inc Software Center, Switch Second Screen only mode,
find Show message ""no connected display found"" in QG Inc Display
Center.thanks!
Note:
1.Can not duplicate this issue on DUP/Extend mode.
2.Can not duplicate this issue in QG Inc Software Center Version v.1.13.0.
3.Only fail QG Inc Software Center Version v.1.15.0.
4.Can duplicate this issue E24t Monitor.
How to recover:

None.",Func Tst - Display,Display - invictatec,"Module-ACC-NB/IEC/Primrose 1.0 OOC/20H1: Show message ""no connected display found"" in QG Inc Software Center under Second Screen mode only.","1.Boot to OS and launch QG Inc Software Center.
2.Win+P to Second Screen mode only.
3.Find Show message""no connected display found""in QG Inc Software Center.-->Issue occurred"
362,1925255,"QG Inc Software Center:DVT
--------------------------------------
QG Inc QG Inc Slice 2.0 (Machine ID: QG IncSYS00224)
BIOS: QG Inc P25 Ver. 02.42, 8/20/2019
OS: Windows 10 x64 19H2
Intel HD Graphics :26.20.100.7757
Lehui QG Inc P22h G4 (Firmware: RIM111)
DDC CI: Enabled Mode.
VCP code tester (Refer to the file: VCP Code.jpg, VCP Code.txt)
Log : File not found(The QG Inc Software Center folder can't be created in log path.)
Also are you first connecting the monitor and then opening the QG IncDC : NO
--------------------------------------
[Verification] 
1. The problem is also observed after executing the following operations and then repeating the same scenario 7-10:
 a. Reboot the system
 b. Reset the DUT to factory settings
 c. DC off/ on the DUT
 d. AC off/ on the DUT
2. The problem is also observed after changing to other DP cable.
3. The problem is also observed on HDMI and VGA inputs.
4. The problem is also observed on all input configurations in the test plan.
--------------------------------------
[Cross Reference]
The problem is observed on the following LCD monitors:
1. Lehui QG Inc P22h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: T581-0010146)
2. Lehui QG Inc P24h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: T581-0010120)
3. Lehui QG Inc P27h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: QG IncMOR0362)",Func Tst - Display,Display - alizon,"alizon_096/ Display(QG Inc Software Center v1.0.18)/ QG Inc Slice 2.0/ Lehui QG Inc P22h G4 / DVT: The QG Inc Software Center folder can't be created in Log path(C:\Users\user folder\AppData\Local\QG Inc) after executing the QG IncDC app).
","1. Connect the DP cable from the P22h G4 monitor to the system.
2. Power on the DUT.
3. Power on the system and boot up to Windows desktop.
4. The system detects the DUT as Generic PnP Monitor properly.
5. Set the DUT as the primary display and the built-in LCD as extend monitor.
6. Set the desktop timing to 1920x1080 60Hz.
7. Run the log enable.bat file.
8. Execute QG IncDC program.
9. Check log file from C:\Users\user folder\AppData\Local\QG Inc\QG Inc Software Center.
10. The QG Inc Software Center folder can't be created in log path(C:\Users\user folder\AppData\Local\QG Inc) after executing the QG IncDC app)."
363,1925427,"QG Inc Software Center:DVT
--------------------------------------
QG Inc QG Inc Slice 2.0 (Machine ID: QG IncSYS00224)
BIOS: QG Inc P25 Ver. 02.42, 8/20/2019
OS: Windows 10 x64 19H2
Intel HD Graphics :26.20.100.7757
Lehui QG Inc P22h G4 (Firmware: RIM111)
DDC CI: Enabled Mode.
VCP code tester (Refer to the file: VCP Code.jpg, VCP Code.txt)
Log : (Refer to the file: QG Inc Software Center Log.txt)
Also are you first connecting the monitor and then opening the QG IncDC : NO
--------------------------------------
[Verification] 
1. According to the QG Inc Simone software test case definition, the ""Time before display is disabled (min)"" setting range does NOT match with the SPEC definition. (Please refer to the attachment spec .jpg)
2. The problem is also observed after executing the following operations and then repeating the same scenario 7-10:
 a. Reboot the system
 b. Reset the DUT to factory settings
 c. DC off/ on the DUT
 d. AC off/ on the DUT
3. The problem is also observed after changing to other DP cable.
4. The problem is also observed on HDMI and VGA inputs.
5. The problem is also observed on all input configurations in the test plan.
--------------------------------------
[Cross Reference]
The problem is observed on the following LCD monitors:
1. Lehui QG Inc P22h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: T581-0010146)
2. Lehui QG Inc P24h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: T581-0010120)
3. Lehui QG Inc P27h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: QG IncMOR0362)",Func Tst - Display,Display - alizon,"alizon_097/ QG Inc Software Center v1.0.18/ QG Inc Slice 2.0/ Lehui QG Inc P22h G4 / DVT: The ""Time before display is disabled (min)"" setting range (Time range: 5~20 min) NOT comply with the test plan definition (Time range: 1~20 min).","1. Connect the DP cable from the DUT to the system.
2. Power on the DUT.
3. Power on the system and boot up to Windows desktop.
4. The system detects the DUT as Generic PnP Monitor properly.
5. Set the DUT as the primary display and the built-in LCD as extend monitor.
6. Set the desktop timing to 1920x1080 60Hz.
7. Execute QG IncDC.
8. Click Advanced tab.
9. Move The ""Time before display is disabled (min)"" slider in the Theft Deterrence card.
10. The ""Time before display is disabled (min)"" setting range (Time range: 5~20 min) NOT comply with the test plan definition (Time range: 1~20 min). (refer to Fail.mp4)"
364,1925562,"QG Inc Software Center:DVT
--------------------------------------
QG Inc ZBook 14u G5 (Machine ID: 10314500099)
BIOS: QG Inc Q78 Ver. 01.10.01, 3/2/2020
OS: Windows 10 x64 19H2
Intel UHD Graphics: 27.20.100.8189
AMD Pro Graphics: 26.20.14001.50001
Lehui QG Inc P24h G4 Firmware: RIM111
DDC CI: Enabled Mode.
VCP code tester (Refer to the file: VCP Code.jpg, VCP Code.txt)
Log : (Refer to the file: QG Inc Software Center Log.txt)
Also are you first connecting the monitor and then opening the QG IncDC : NO
--------------------------------------
[Verification] 
1. According to the QG Inc Simone software test case definition, the second screen only mode behaves does NOT match with the SPEC definition. (Please refer to the attachment: spec.jpg)
2. The problem is also observed after executing the following operations and then repeating the same scenario 7-10:
 a. Reboot the system
 b. Reset the DUT to factory settings
 c. DC off/ on the DUT
 d. AC off/ on the DUT
3. The problem is also observed after changing to other HDMI cable.
4. The problem is also observed on DP and VGA inputs.
5. The problem is also observed on other configurations listed in the test plan.
--------------------------------------
[Cross Reference]
The problem is observed on the following LCD monitors:
1. Lehui QG Inc P22h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: T581-0010208)
2. Lehui QG Inc P24h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: T581-0010121)
3. Lehui QG Inc P27h G4 (Native timing: 1920x1080 @ 60Hz, Machine ID: T581-0010182)

",Func Tst - Display,Display - alizon,alizon_099/ QG Inc Software Center v1.0.18/ QG Inc ZBook 14u G5/ Lehui QG Inc P24h G4 / DVT: The QG Inc Software Center CANNOT detect monitor after change display mode to second screen only. ,"1. Connect the DP cable from the DUT to the system.
2. Power on the DUT.
3. Power on the system and boot up to Windows desktop.
4. The system detects the DUT as Generic PnP Monitor properly.
5. Set the DUT as the primary display and the built-in LCD as extend monitor.
6. Set the desktop timing to 1920x1080 60Hz.
7. Launch QG Inc Software Center.
8. Change display mode to the second screen only by press win + P keyboard shortcuts.
9. The QG Inc Software Center CANNOT detect monitor after change display mode to second screen only. (Please refer to the attachment: Fail.mp4)"
365,1925598,"POCO version: Windows_Sep23
Test Monitor: QG Inc Z27xs G3 FW:0.00.36

Clicking ""Create New Preset"" button to ""New Preset"" window > 38 secs
Clicking ""Modify"" button to ""Select the Color Preset you want to edit"" window > 38 secs
Clicking ""Recalibrate"" button to ""Select the Color Preset you want to edit"" window > 38 secs",Func Tst - Display,Display - QG Inc,POCO: It takes over 30 seconds from clicking Create New to Create New Preset window,"1. Open QG Inc Software Center (POCO)
2. Click Color Tab > Color Calibration
3. It takes over 30 seconds to Create New Preset window"
366,1925607,"POCO version: Windows_Sep23
Test Monitor: QG Inc Z27xs G3 FW:0.00.36

In Select an EOTF/Gamma option window. There are five options but only 2.4 Gamma & BT.1886 EOTF use the same graph.",Func Tst - Display,Display - QG Inc,POCO: The graph of 2.4 Gamma & BT.1886 EOTF are the same.,"1. Open QG Inc Software Center (POCO)
2. Click Color Tab > Color Calibration > Create New Preset > Standards-based profile
3. Found the graph of 2.4 Gamma & BT.1886 EOTF are the same."
367,1925621,"POCO version: Windows_Sep23
Test Monitor: QG Inc Z27xs G3 FW:0.00.36

The new created preset do not list in the Color Presets tab. 
All of the calibration type ""Standards-based profile"", ""Simulate other device"", ""Use case profile"" have the same problem.",Func Tst - Display,Display - QG Inc,"POCO: After calibration done,  the new preset does not show up in Color Preset. ","1. Open QG Inc Software Center (POCO)
2. Click Color Tab > Color Calibration > Create New Preset > Standards-based profile
3. Finish all the settings and click done in Preset configuration complete window then start calibration.
4. After the calibration is done and click ""Done"" again.
5. Found the new created preset does not list in Color Presets."
368,1925623,"POCO version: Windows_Sep23
Test Monitor: QG Inc Z27xs G3 FW:0.00.36

According to test case : User can use Color Calibration Card to Modify, Create or Recalibrate color presets / factory calibrated. User can create up to 7 because the scalers memory support max 7.

This error message pop up when we just create 3 presets.",Func Tst - Display,Display - QG Inc,"POCO: Show error message ""There is no more space left to create new preset"" when try to create new color calibration","1. Open QG Inc Software Center (POCO)
2. Click Color Tab > Color Calibration
3. Wait for a while then pop up error message:""There is no more space left to create new preset"""
369,1925626,"POCO version: Windows_Sep23
Test Monitor: QG Inc Z27xs G3 FW:0.00.36

When select Gaming in Select your type of work. There is no object highlighted in the picture",Func Tst - Display,Display - QG Inc,"POCO: No object is highlighted when select Gaming in ""Select your type of work""","1. Open QG Inc Software Center (POCO) 
2. Click Color Tab > Color Calibration > Create New Preset > Use case profile 
3. Found when select Gaming, there is no object highlighted"
370,1925634,"POCO version: Windows_Sep23
Test Monitor: QG Inc Z27xs G3 FW:0.00.36

Color Presets card is always empty, even when we have already created more than one presets from Color Calibration > Create new.",Func Tst - Display,Display - QG Inc,POCO: All of the previously create presets are not shown in Color Presets Card,"1. Open QG Inc Software Center (POCO)
2. Click Color Tab > Color Calibration > Create New Preset
3. Finish all the settings for creating new preset then click done after calibration is done.
4. Found not only the new create preset cannot show in Color Presets Card but also othe presets which are created previously"
